SDOM,TYPEQU,NOMRS,CAPACITE,type,idINS,lon,lat
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL,133,Ecole élémentaire,r200N2287600E3955600,5.483905779,43.59850264
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE CABASSOLS (DES,267,Ecole élémentaire,r200N2287200E3955200,5.478273631,43.59573543
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE MAURICE PLANTIER,136,Ecole élémentaire,r200N2287800E3955200,5.479705383,43.60020378
C6,C610,ALEO INNOVATION,,Autres,r200N2287600E3955400,5.482253943,43.59911672
C1,C107,ECOLE MATERNELLE PUBLIQUE EDOUARD PEISSON,171,Ecole élémentaire,r200N2281800E3940400,5.302040543,43.539075
C1,C107,ECOLE MATERNELLE PUBLIQUE JEAN D'ORMESSON,60,Ecole élémentaire,r200N2283000E3940000,5.294667129,43.54846242
C1,C108,ECOLE PRIMAIRE PRIVEE GIFT SCHOOL,66,Ecole élémentaire,r200N2282400E3942400,5.325739091,43.54500523
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE JEAN D'ORMESSON,87,Ecole élémentaire,r200N2283000E3940000,5.294667129,43.54846242
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE LA CREMADE,326,Ecole élémentaire,r200N2281800E3940400,5.302040543,43.539075
C2,C201,ECOLE SECONDAIRE PRIVEE GIFT SCHOOL,,Collège,r200N2282400E3942600,5.326351861,43.54508733
C1,C107,ECOLE MATERNELLE PUBLIQUE CAZAN-VERNEGUES,76,Ecole élémentaire,r200N2299000E3933200,5.199077411,43.68902717
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE VERNEGUES,156,Ecole élémentaire,r200N2299000E3933200,5.199077411,43.68902717
C1,C107,ECOLE MATERNELLE PUBLIQUE RAIMU,129,Ecole élémentaire,r200N2269200E3937400,5.273479998,43.42270401
C1,C107,ECOLE MATERNELLE PUBLIQUE F.CLARET MATEOS,74,Ecole élémentaire,r200N2269000E3938800,5.29032201,43.422328
C1,C107,ECOLE MATERNELLE PUBLIQUE ANNE SYLVESTRE,176,Ecole élémentaire,r200N2273800E3934200,5.231557999,43.46239262
C1,C107,ECOLE MATERNELLE PUBLIQUE PAUL CEZANNE,69,Ecole élémentaire,r200N2271200E3936000,5.254237013,43.44137499
C1,C107,ECOLE MATERNELLE PUBLIQUE LOUIS PERGAUD,71,Ecole élémentaire,r200N2271400E3936000,5.254630181,43.44287517
C1,C107,ECOLE MATERNELLE PUBLIQUE GEORGES LAPIERRE,111,Ecole élémentaire,r200N2269200E3938000,5.27931063,43.42379307
C1,C107,ECOLE MATERNELLE PUBLIQUE CONQUE (LA,83,Ecole élémentaire,r200N2269800E3938200,5.28243435,43.42870804
C1,C107,ECOLE MATERNELLE PUBLIQUE LUCIE AUBRAC,88,Ecole élémentaire,r200N2271000E3936200,5.256616269,43.43945223
C1,C107,ECOLE MATERNELLE PUBLIQUE JEAN DE LA FONTAINE,99,Ecole élémentaire,r200N2271800E3935800,5.252834034,43.4452086
C1,C107,ECOLE MATERNELLE PUBLIQUE JEAN-JACQUES ROUSSEAU,83,Ecole élémentaire,r200N2271400E3935800,5.250919343,43.44160643
C1,C107,ECOLE MATERNELLE PUBLIQUE MARTINE MORIN,112,Ecole élémentaire,r200N2272800E3935000,5.240820823,43.45407381
C1,C107,ECOLE MATERNELLE PUBLIQUE PRAIRIAL,126,Ecole élémentaire,r200N2272200E3935800,5.250429224,43.4497141
C1,C107,ECOLE MATERNELLE PUBLIQUE PINCHINADES (LES,82,Ecole élémentaire,r200N2269400E3938400,5.284465446,43.42536805
C1,C107,ECOLE MATERNELLE PUBLIQUE FREDERIC MISTRAL,136,Ecole élémentaire,r200N2273000E3935200,5.243672069,43.45592162
C1,C107,ECOLE MATERNELLE PUBLIQUE PLAN DE LA COUR,72,Ecole élémentaire,r200N2272000E3935200,5.244590654,43.44780231
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE RAIMU,227,Ecole élémentaire,r200N2269000E3937400,5.273502709,43.42244126
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE F.CLARET MATEOS,151,Ecole élémentaire,r200N2269000E3938800,5.291668052,43.42293855
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE PABLO PICASSO,213,Ecole élémentaire,r200N2269000E3937800,5.277739055,43.42210195
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE PAUL CEZANNE,254,Ecole élémentaire,r200N2271200E3936000,5.25469603,43.44084298
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE CONQUE (LA,119,Ecole élémentaire,r200N2269800E3938200,5.28243435,43.42870804
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE LUCIE AUBRAC,192,Ecole élémentaire,r200N2271000E3936400,5.258268839,43.43983145
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE PRAIRIAL,255,Ecole élémentaire,r200N2272200E3935800,5.250429224,43.4497141
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE VICTOR MARTIN,276,Ecole élémentaire,r200N2273200E3935600,5.248216407,43.45836293
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE MARTINE MORIN,220,Ecole élémentaire,r200N2272800E3935000,5.240820823,43.45407381
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE PINCHINADES (LES,164,Ecole élémentaire,r200N2272600E3935800,5.250973431,43.45307009
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE JEAN DE LA FONTAINE,170,Ecole élémentaire,r200N2271800E3935800,5.252834034,43.4452086
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE ANNE SYLVESTRE,223,Ecole élémentaire,r200N2273800E3934200,5.231557999,43.46239262
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE JEAN-JACQUES ROUSSEAU,155,Ecole élémentaire,r200N2271400E3935800,5.250919343,43.44160643
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE PLAN DE LA COUR,159,Ecole élémentaire,r200N2272000E3935400,5.245824976,43.44777673
C2,C201,COLLEGE CAMILLE CLAUDEL,398,Collège,r200N2269200E3937600,5.275097853,43.42353847
C2,C201,COLLEGE SIMONE DE BEAUVOIR,619,Collège,r200N2269800E3937800,5.277825072,43.42846693
C2,C201,COLLEGE HENRI FABRE,526,Collège,r200N2271200E3935800,5.251327958,43.44100401
C2,C201,COLLEGE HENRI BOSCO,718,Collège,r200N2272200E3935400,5.24589521,43.44957533
C2,C201,M2S ALTERNATIVE SCHOOL ASSOCIATION M2S ALTERNATIVE SCHOOL,,Collège,r200N2270000E3937400,5.272641513,43.43133098
C3,C301,LPO LYCEE DES METIERS PIERRE MENDES FRANCE,1663,Lycée,r200N2272000E3935600,5.248258464,43.44682623
C3,C301,LYCEE DES METIERS PRIVE CAUCADIS,380,Lycée,r200N2271800E3935200,5.244520463,43.4460037
C3,C301,LYCEE POLYVALENT JEAN MONNET,1004,Lycée,r200N2269400E3937400,5.27209164,43.42472831
C3,C305,SECTION ENSEIGNT PROFESSIONNEL LPO PIERRE MENDES FRANCE,,Autres,r200N2272000E3935400,5.247024163,43.44685183
C3,C305,SECTION ENSEIGNT PROFESSIONNEL LPO JEAN MONNET,,Autres,r200N2269400E3937400,5.27209164,43.42472831
C4,C410,GRETA CFA PROVENCE COLLEGE HENRI BOSCO,,Autres,r200N2272200E3935400,5.24589521,43.44957533
C6,C610,LYCEE POLYVALENT JEAN MONNET,,Autres,r200N2269600E3937400,5.272198181,43.42742615
C6,C610,COLLEGE BOSCO HENRI,,Autres,r200N2272400E3935400,5.245930328,43.45047464
C6,C610,M2S CAMPUS,,Autres,r200N2270000E3937400,5.272641513,43.43133098
C6,C610,M2S FORMATION,,Autres,r200N2270200E3937400,5.272869541,43.43211687
C6,C610,LYCEE POLYVALENT PIERRE MENDES FRANCE,,Autres,r200N2272000E3935400,5.247024163,43.44685183
C6,C610,PROFIL MANAGER,,Autres,r200N2269000E3938600,5.288595843,43.42142648
C6,C610,SOMEFORM/ SUP'IPGV,,Autres,r200N2269000E3938400,5.286790123,43.42171888
C6,C610,LYCEE TECHNOLOGIQUE CAUCADIS,,Autres,r200N2271800E3935400,5.245754747,43.44597812
C1,C107,ECOLE MATERNELLE PUBLIQUE HENRI BOSCO,137,Ecole élémentaire,r200N2284200E3936400,5.249194152,43.55733655
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE DANIELLE GERMOND,275,Ecole élémentaire,r200N2284200E3936600,5.251353949,43.55747027
C1,C107,ECOLE MATERNELLE PUBLIQUE FREDERIC MISTRAL,178,Ecole élémentaire,r200N2249200E3960000,5.565075077,43.25483648
C1,C108,ECOLE PRIMAIRE PRIVEE SAINT AUGUSTIN,221,Ecole élémentaire,r200N2249800E3959800,5.561169832,43.26076591
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE FREDERIC MISTRAL,382,Ecole élémentaire,r200N2249200E3960000,5.564620532,43.25528396
C2,C201,COLLEGE PRIVE ST AUGUSTIN,428,Collège,r200N2249000E3959000,5.552200615,43.25287817
C1,C107,ECOLE MATERNELLE D APPLICATION CONSOLAT-ABEILLES (APPL,116,Ecole élémentaire,r200N2255200E3946400,5.393366765,43.30274133
C1,C107,ECOLE MATERNELLE PUBLIQUE HOTEL DES POSTES,94,Ecole élémentaire,r200N2255000E3944800,5.373114421,43.29925986
C1,C107,ECOLE MATERNELLE PUBLIQUE PARMENTIER,247,Ecole élémentaire,r200N2255000E3945200,5.379523056,43.30000543
C1,C107,ECOLE MATERNELLE PUBLIQUE SAINT SAVOURNIN,84,Ecole élémentaire,r200N2254600E3945800,5.387163899,43.29747828
C1,C108,ECOLE PRIMAIRE PRIVEE SACRE-COEUR,207,Ecole élémentaire,r200N2254600E3945800,5.386090361,43.29739012
C1,C108,ECOLE PRIMAIRE PUBLIQUE CHANTERELLE,217,Ecole élémentaire,r200N2255400E3946200,5.390161055,43.30371495
C1,C108,ECOLE PRIMAIRE PRIVEE NOTRE-DAME SAINT THEODORE,152,Ecole élémentaire,r200N2255000E3945200,5.378818883,43.3002453
C1,C108,ECOLE PRIMAIRE PRIVEE PERRIN SAINTE TRINITE,219,Ecole élémentaire,r200N2254200E3945400,5.381034357,43.29315755
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE SAINT-SAVOURNIN- BARTHELEMY,168,Ecole élémentaire,r200N2254800E3945800,5.386492002,43.29790702
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE CONVALESCENTS,238,Ecole élémentaire,r200N2255000E3945200,5.379464941,43.30012299
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE ABEILLES (DES,201,Ecole élémentaire,r200N2255200E3945600,5.384932138,43.30173647
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE MAURICE KORSEC,214,Ecole élémentaire,r200N2255000E3945200,5.379433944,43.30061398
C2,C201,COLLEGE THIERS,414,Collège,r200N2254600E3945400,5.382613838,43.29685403
C2,C201,COLLEGE PRIVE SACRE COEUR (DU,273,Collège,r200N2254600E3945800,5.386090361,43.29739012
C2,C201,COLLEGE LONGCHAMP,874,Collège,r200N2255200E3946000,5.388930329,43.30251585
C3,C301,LYCEE GENERAL ET TECHNOLOGIQUE THIERS,1839,Lycée,r200N2254600E3945400,5.382613838,43.29685403
C3,C301,LYCEE GENERAL ET TECHNOLOGIQUE SAINT CHARLES,1303,Lycée,r200N2255600E3946200,5.392090719,43.30589198
C4,C409,INSTITUT INTERN COUPE COUTURE,,Autres,r200N2254800E3945800,5.386177895,43.29925213
C4,C409,STUDIOS DU COURS LES STUDIOS DU COURS,,Autres,r200N2254200E3944600,5.372405152,43.29266552
C4,C409,NEW LIFE ACADEMY ETABLISSEMENT D'ENSEIGNEMENT SUPERIEUR,,Autres,r200N2255400E3945800,5.386565927,43.30354789
C5,C501,ANT UFR DROIT SC POLITIQUE UNIVERSITE AIX MARSEILLE,,Autres,r200N2255000E3945000,5.37684474,43.30007787
C5,C501,FAC ECO GESTION MARSEILLE AIX MARSEILLE UNIVERSITE,,Autres,r200N2255000E3944800,5.375343947,43.29986967
C5,C502,ANTENNE INSPE MARSEILLE AMU INSPE ACADEMIE AIX-MARSEILLE,,Autres,r200N2254600E3945200,5.379036852,43.29712146
C6,C610,ENERGIES FLUIDES INNOV-ACTION/LERESEAU-IMMO/ LERESEAU/ LERESEAU/VUEMER IMMO/ LERESEAU-IMMOBILIER,,Autres,r200N2254000E3944600,5.373689143,43.29143101
C6,C610,PREFACE POLE RECHER FORMAT ACTION EDUCAT,,Autres,r200N2254800E3945200,5.379508286,43.29728595
C6,C610,LIGUE PACA DE JUDO JUJITSU KENDO DISCIPL,,Autres,r200N2255400E3946000,5.38853526,43.30461568
C6,C610,ATMA,,Autres,r200N2254200E3945200,5.379402818,43.2932852
C6,C610,FORMASUP PROVENCE ALPES COTE D'AZUR,,Autres,r200N2254800E3944800,5.374766271,43.29815513
C6,C610,WEBFORCE3,,Autres,r200N2254800E3945400,5.381359855,43.29875082
C6,C610,ECOLE SCIENCES & TECHNIQUES COMMERCIALES,,Autres,r200N2255400E3946400,5.393314941,43.30326213
C6,C610,CTRE REGIONAL CREATION INDUSTRIE,,Autres,r200N2255000E3944800,5.374675432,43.30001827
C6,C610,CENTRE FORMAT BOURSE TRAVAIL,,Autres,r200N2255000E3945200,5.379864942,43.300231
C7,C701,RESIDENCE UNIVERSITAIRE DES PETITES MARIES,,Autres,r200N2255000E3945000,5.377317965,43.30038101
C7,C702,RESTAURANT UNIVERSITAIRE CAFETARIA CANEBIERE,,Autres,r200N2254800E3945400,5.3826834,43.29796783
C1,C107,ECOLE MATERNELLE PUBLIQUE EVECHE,132,Ecole élémentaire,r200N2255200E3944200,5.36638875,43.30032026
C1,C107,ECOLE MATERNELLE PUBLIQUE BUTTE DES CARMES,72,Ecole élémentaire,r200N2255000E3944600,5.371920327,43.30018605
C1,C107,ECOLE MATERNELLE PUBLIQUE MOULINS,89,Ecole élémentaire,r200N2254800E3944200,5.367812745,43.29826009
C1,C107,ECOLE MATERNELLE PUBLIQUE DESIREE CLARY,157,Ecole élémentaire,r200N2256000E3944400,5.369861705,43.30852987
C1,C107,ECOLE MATERNELLE PUBLIQUE DAMES (DES,84,Ecole élémentaire,r200N2255200E3944600,5.37205099,43.30154097
C1,C107,ECOLE MATERNELLE PUBLIQUE FRANCOIS MOISSON REPUBLIQUE,78,Ecole élémentaire,r200N2255200E3944400,5.368784017,43.30124597
C1,C107,ECOLE MATERNELLE PUBLIQUE MONTOLIEU,108,Ecole élémentaire,r200N2255400E3944800,5.372787161,43.30339793
C1,C107,ECOLE MATERNELLE PUBLIQUE ANTOINE DE RUFFI,164,Ecole élémentaire,r200N2256800E3944600,5.36938228,43.31586334
C1,C107,ECOLE MATERNELLE PUBLIQUE VINCENT LEBLANC,81,Ecole élémentaire,r200N2255600E3944400,5.36827002,43.3055889
C1,C108,ECOLE PRIMAIRE PRIVEE NOTRE-DAME DE LA MAJOR,206,Ecole élémentaire,r200N2254800E3944200,5.366278613,43.29760675
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE CHEVALIER PAUL,158,Ecole élémentaire,r200N2256000E3944400,5.36940406,43.30935304
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE HOZIER,221,Ecole élémentaire,r200N2255600E3944400,5.36997585,43.30463956
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE MAJOR,183,Ecole élémentaire,r200N2255200E3944200,5.36638875,43.30032026
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE MADRAGUE VILLE ODDO,196,Ecole élémentaire,r200N2258000E3943800,5.360543972,43.32691903
C1,C109,ECOLE ELEMENTAIRE D'APPLICATION ACCOULES (DES,126,Ecole élémentaire,r200N2254800E3944200,5.367037278,43.29752029
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE FRANCOIS MOISSON,415,Ecole élémentaire,r200N2255200E3944400,5.36910181,43.30125494
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE ANTOINE DE RUFFI,348,Ecole élémentaire,r200N2256800E3944600,5.36938228,43.31586334
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE VINCENT LEBLANC,130,Ecole élémentaire,r200N2255600E3944400,5.36827002,43.3055889
C2,C201,COLLEGE PRIVE NOTRE DAME DE LA MAJOR,179,Collège,r200N2254800E3944200,5.366278613,43.29760675
C2,C201,COLLEGE JEAN CLAUDE IZZO,606,Collège,r200N2255200E3944400,5.369532022,43.30203838
C2,C201,COLLEGE VIEUX PORT,288,Collège,r200N2254600E3944000,5.364987531,43.29615222
C2,C201,COLLEGE PRIVE BELSUNCE,173,Collège,r200N2255600E3944600,5.372073385,43.30429854
C3,C301,LYCEE TECHNOLOGIQUE PRIVE BELSUNCE,75,Lycée,r200N2255600E3944600,5.372073385,43.30429854
C4,C403,ECOLE SUPERIEURE DES PROFESSIONS IMMOBILIERES ESPI MARSEILLE,,Autres,r200N2255600E3944200,5.36588111,43.30534476
C4,C409,ECOLE D ARTS GRAPHIQUES AXE SUD - ISART,,Autres,r200N2255600E3944600,5.372293822,43.30450763
C4,C409,ECOLE SUPERIEURE PRIVEE ECOLE INTUIT LAB (EIL,,Autres,r200N2255400E3944600,5.370971028,43.30290077
C4,C409,ENS.SUPERIEUR PRIVE LA PLATEFORME FORMATION,,Autres,r200N2255600E3944400,5.370134051,43.30471682
C4,C409,MJM GRAPHIC DESIGN MARSEILLE ETAB.PRIVE.ENS.SUPERIEUR,,Autres,r200N2255000E3944600,5.371096873,43.29973451
C5,C504,ECOLE ENSEIGNEMENT SUPERIEUR PRIVE XP SCHOOL,,Autres,r200N2256200E3944400,5.369410352,43.31052854
C5,C509,EHESS MARSEILLE EHESS PARIS,,Autres,r200N2255200E3944200,5.36784127,43.3003168
C6,C610,DAWAN,,Autres,r200N2255000E3944600,5.371111473,43.2997989
C6,C610,GROUPE ECOLE SUPERIEURE DES PROFESSIONS IMMOBILIERES,,Autres,r200N2255600E3944200,5.36588111,43.30534476
C6,C610,ESCG MARSEILLE,,Autres,r200N2255400E3944600,5.370888058,43.30279198
C6,C610,IFAC ETB PACA,,Autres,r200N2255200E3944600,5.370763168,43.30201138
C6,C610,GENIE CONSEIL,,Autres,r200N2255600E3944200,5.36588111,43.30534476
C6,C610,WALTER LEARNING,,Autres,r200N2254800E3944600,5.372039012,43.29863819
C6,C610,ASSOCIATION POUR LE CONSEIL EN ORIENTATION PROFESSIONNELLE L'ACCOMPAGNEMENT ET LE DEVELOPPEMENT,,Autres,r200N2254600E3944800,5.37360066,43.2965904
C6,C610,TANGRAM,,Autres,r200N2256600E3944200,5.366172441,43.31415717
C1,C107,ECOLE MATERNELLE PUBLIQUE VILLETTE FONSCOLOMBE,159,Ecole élémentaire,r200N2256400E3944800,5.373276963,43.31169802
C1,C107,ECOLE MATERNELLE PUBLIQUE BELLE DE MAI,149,Ecole élémentaire,r200N2256400E3945800,5.386255468,43.31342216
C1,C107,ECOLE MATERNELLE PUBLIQUE STRASBOURG,145,Ecole élémentaire,r200N2255800E3945200,5.378282451,43.30729087
C1,C107,ECOLE MATERNELLE PUBLIQUE REVOLUTION,251,Ecole élémentaire,r200N2256800E3945400,5.380492591,43.31570099
C1,C107,ECOLE MATERNELLE PUBLIQUE PARC BELLEVUE,140,Ecole élémentaire,r200N2257200E3944800,5.373420945,43.31864021
C1,C107,ECOLE MATERNELLE PUBLIQUE BERNARD CADENAT,114,Ecole élémentaire,r200N2256200E3946000,5.388515615,43.31142278
C1,C107,ECOLE MATERNELLE PUBLIQUE KLEBER,137,Ecole élémentaire,r200N2256000E3945000,5.374887697,43.30800126
C1,C107,ECOLE MATERNELLE D APPLICATION EDOUARD.VAILLANT(APPL,167,Ecole élémentaire,r200N2256800E3945200,5.378080693,43.31554167
C1,C107,ECOLE MATERNELLE PUBLIQUE SAINT CHARLES,107,Ecole élémentaire,r200N2255800E3945000,5.376333789,43.30612704
C1,C107,ECOLE MATERNELLE PUBLIQUE PEYSSONNEL,178,Ecole élémentaire,r200N2255800E3944800,5.372911993,43.30730801
C1,C107,ECOLE MATERNELLE PUBLIQUE POMMIER,311,Ecole élémentaire,r200N2256000E3945400,5.381209621,43.30914456
C1,C108,ECOLE PRIMAIRE PRIVEE EXTERNAT ST FRANCOIS D'ASSISE,209,Ecole élémentaire,r200N2256400E3945800,5.38610277,43.31255002
C1,C108,ECOLE PRIMAIRE PUBLIQUE FELIX PYAT,217,Ecole élémentaire,r200N2256800E3945000,5.375314712,43.31517328
C1,C108,ECOLE PRIMAIRE PUBLIQUE BUSSERADE-MASSENA,279,Ecole élémentaire,r200N2256000E3945600,5.383409805,43.3097158
C1,C108,ECOLE PRIMAIRE PUBLIQUE AHMED LITIM,358,Ecole élémentaire,r200N2255800E3945800,5.385170978,43.30759295
C1,C108,ECOLE PRIMAIRE PRIVEE SAINT MAURONT,259,Ecole élémentaire,r200N2257000E3945000,5.374611585,43.31758556
C1,C108,ECOLE PRIMAIRE PRIVEE ROBERT SCHUMAN,252,Ecole élémentaire,r200N2256600E3944600,5.369682945,43.31355001
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE BERNARD CADENAT,401,Ecole élémentaire,r200N2256400E3946000,5.388169115,43.312067
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE SAINT CHARLES 2,221,Ecole élémentaire,r200N2255800E3945400,5.380063788,43.30651638
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE REVOLUTION,287,Ecole élémentaire,r200N2256600E3945600,5.382006732,43.31501379
C1,C109,ECOLE ELEMENTAIRE D'APPLICATION EDOUARD VAILLANT(APPL,268,Ecole élémentaire,r200N2256800E3945200,5.377902516,43.31640931
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE REVOLUTION ANNEXE,119,Ecole élémentaire,r200N2256800E3945400,5.379479988,43.31580698
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE PARC BELLEVUE,227,Ecole élémentaire,r200N2257200E3944800,5.373420945,43.31864021
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE KLEBER,289,Ecole élémentaire,r200N2255800E3944800,5.374815299,43.30764988
C1,C109,ECOLE ELEMENTAIRE D'APPLICATION SAINT CHARLES 1 (APPL,129,Ecole élémentaire,r200N2255800E3945000,5.376333789,43.30612704
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE NATIONAL,400,Ecole élémentaire,r200N2256000E3945400,5.380357044,43.30892385
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE PEYSSONNEL 1,240,Ecole élémentaire,r200N2255800E3944800,5.372741003,43.30760597
C1,C109,ECOLE ELEMENTAIRE PUBLIQUE PEYSSONNEL 2,240,Ecole élémentaire,r200N2256000E3944800,5.372573957,43.30789799
C2,C201,COLLEGE PRIVE ST FRANCOIS D'ASSISE,231,Collège,r200N2256400E3945800,5.38610277,43.31255002
C2,C201,COLLEGE EDGAR QUINET,560,Collège,r200N2255800E3945400,5.379937808,43.30645589
C2,C201,COLLEGE JOSEPHINE BAKER,539,Collège,r200N2256200E3945000,5.375560073,43.31079712
C2,C201,COLLEGE BELLE DE MAI,581,Collège,r200N2256600E3946000,5.38757118,43.31387469
C2,C201,COLLEGE PRIVE ST MAURONT,230,Collège,r200N2257000E3945000,5.374858773,43.31807747
C3,C301,LYCEE GENERAL ET TECHNOLOGIQUE VICTOR HUGO,1013,Lycée,r200N2255600E3945400,5.380711689,43.30533592
C3,C302,LYCEE PROFESSIONNEL CHATELIER (LE,459,Lycée,r200N2256600E3944600,5.37102533,43.31395913
C4,C403,ECOLE SUPERIEURE PRIVEE EFGC ECOLE DE MANAGEMENT,,Autres,r200N2255400E3945000,5.37695595,43.30277535
C4,C409,ECOLE REGIONALE D'ACTEURS ECOLE REGIONALE D'ACTEURS DE CANNES,,Autres,r200N2256000E3946200,5.390704937,43.30973119
C4,C409,ECOLE INTERNATIONALE TUNON ECOLE INTERNATIONALE TUNON,,Autres,r200N2255400E3945000,5.37695595,43.30277535
C4,C410,INSTITUT DE FORMATION EN SOINS INFIRMIERS DE LA BLANCARDE,,Autres,r200N2256200E3944600,5.370840992,43.30984298
C5,C501,ANT UFR ART LET LG SC HUM UNIVERSITE AIX MARSEILLE,,Autres,r200N2255600E3945200,5.379259995,43.3046191
C5,C501,ANT UFR LANG ANGL GERM UFR LEA UNIVERSITE AIX-MARSEILLE 1,,Autres,r200N2255600E3945200,5.379259995,43.3046191
C5,C501,UFR SCIENCES UNIV AIX-MARSEILLE,,Autres,r200N2255600E3945200,5.379259995,43.3046191
C5,C503,EPITECH EPITECH,,Autres,r200N2255400E3944800,5.375244,43.30262399
C5,C509,CFCB MARSEILLE UNIVERSITE AIX-MARSEILLE,,Autres,r200N2255600E3945200,5.378261293,43.30454659
C5,C509,INST PROMOTION SUP DU TRAVAIL UNIVERSITE AIX-MARSEILLE,,Autres,r200N2255600E3945200,5.379259995,43.3046191
C6,C610,ECOLE INTERNATIONAL TUNON- WIN SPORT SCHOOL,,Autres,r200N2255400E3945000,5.376610587,43.30252231
C6,C610,ASSOCIATION DE LANGUES D'INSERTION ET DE FORMATION,,Autres,r200N2255600E3945400,5.381724578,43.30501166
C6,C610,INSTITUT DES METIERS DE LA SANTE ET DE LA PETITE ENFANCE,,Autres,r200N2256200E3944600,5.370795654,43.30987331
C6,C610,INSTITUT SUPERIEUR DES TECHNIQUES DU SPECTACLE,,Autres,r200N2256000E3946200,5.390704937,43.30973119
C6,C610,LGT,,Autres,r200N2255600E3945400,5.380711689,43.30533592
C6,C610,INSTIT FORM SOINS INFIRMIERS BLANCARDE,,Autres,r200N2256200E3944600,5.370840992,43.30984298
C6,C610,EMD ECOLE DE MANAGEMENT,,Autres,r200N2255400E3945000,5.37695595,43.30277535
C6,C610,ORGANISME GESTIONNAIRE DU CENTRE DE FORMATION D APPRENTIS DES METIERS DU SPECTACLE,,Autres,r200N2256000E3946200,5.390704937,43.30973119
C7,C701,RESIDENCE UNIVERSITAIRE GASTON BERGER,,Autres,r200N2255800E3945200,5.378329365,43.30642964
C7,C701,RESIDENCE UNIVERSITAIRE OPALE,,Autres,r200N2255800E3945400,5.380601206,43.30685032
C7,C701,RESIDENCE UNIVERSITAIRE RESIDENCES LES DOUANES,,Autres,r200N2255800E3945000,5.376961793,43.30767227
C7,C702,RESTAURANT UNIVERSITAIRE CAFETERIA ST CHARLES,,Autres,r200N2255600E3945200,5.379259995,43.3046191
C7,C702,RESTAURANT UNIVERSITAIRE GASTON BERGER,,Autres,r200N2255800E3945200,5.378329365,43.30642964
C1,C107,ECOLE MATERNELLE PRIVEE SAINT CALIXTE,,Ecole élémentaire,r200N2254800E3947200,5.40396676,43.2999784
C1,C107,ECOLE MATERNELLE PUBLIQUE SAINT VINCENT DE PAUL,168,Ecole élémentaire,r200N2255000E3946200,5.391539696,43.30031223
C1,C107,ECOLE MATERNELLE PUBLIQUE LONGCHAMP,168,Ecole élémentaire,r200N2255400E3946600,5.395581073,43.30375012
C1,C107,ECOLE MATERNELLE PUBLIQUE FEUILLERAIE (LA,170,Ecole élémentaire,r200N2255600E3947600,5.40868634,43.30717851
C1,C107,ECOLE MATERNELLE PUBLIQUE CHARTREUX EUGENE CAS,177,Ecole élémentaire,r200N2256200E3947000,5.401148864,43.31205496
C1,C107,ECOLE MATERNELLE PUBLIQUE CHUTES LAVIE HLM MEDITERRANEE,177,Ecole élémentaire,r200N2256200E3946600,5.394937313,43.31204407
C1,C107,ECOLE MATERNELLE PUBLIQUE CHUTES LAVIE,12,Ecole élémentaire,r200N2256600E3946600,5.394714936,43.31498314
C1,C107,ECOLE MATERNELLE PUBLIQUE BOTINELLY,97,Ecole élémentaire,r200N2255200E3947200,5.404757541,43.30202717
