IRIS	nlog	stot	nlog_ccthpV	stot_ccthpV	nlog_ccthpB	stot_ccthpB	nlog_rppoRS	stot_rppoRS	stot_vac	nlog_vac	stot_vac2a	nlog_vac2a	stot_vac5a	nlog_vac5a	INSEE_COM	NOM_COM	CODE_IRIS	NOM_IRIS	TYP_IRIS	geometry
130750105	1308	102164	86	6081	0	0	53	4030	6081	86	931	15	222	4	NA	NA	NA	NA	NA	list()
130770101	1447	103057	253	17673	0	0	26	1582	17673	253	9140	129	1912	28	NA	NA	NA	NA	NA	list()
130770102	1216	77139	124	7135	0	0	36	1658	7135	124	2248	40	1100	17	NA	NA	NA	NA	NA	list()
130770103	580	34203	48	2580	0	0	9	798	2580	48	1130	21	224	3	NA	NA	NA	NA	NA	list()
130770104	1118	80097	99	6001	0	0	28	2173	6001	99	2267	40	1008	20	NA	NA	NA	NA	NA	list()
130770105	1115	89723	91	6426	0	0	22	1743	6426	91	2835	42	1329	21	NA	NA	NA	NA	NA	list()
130770106	1063	95295	19	1425	0	0	33	2743	1425	19	299	5	63	2	NA	NA	NA	NA	NA	list()
130770107	658	48476	51	5809	0	0	6	340	5809	51	3718	15	3528	10	NA	NA	NA	NA	NA	list()
130770108	1176	81658	58	3890	0	0	20	1676	3890	58	840	12	322	4	NA	NA	NA	NA	NA	list()
130780101	1067	79483	157	10258	0	0	57	2685	10258	157	5244	83	2275	38	NA	NA	NA	NA	NA	list()
130780102	1893	127400	308	18918	0	0	69	4062	18918	308	8315	127	5362	76	NA	NA	NA	NA	NA	list()
130780103	902	65200	94	5914	0	0	16	1105	5914	94	2428	39	314	6	NA	NA	NA	NA	NA	list()
130780104	1003	75145	127	8465	0	0	12	958	8465	127	4194	61	2554	36	NA	NA	NA	NA	NA	list()
130790000	905	83140	157	9582	0	0	57	5403	9582	157	4044	97	814	13	NA	NA	NA	NA	NA	list()
130800000	2764	254481	231	18526	0	0	96	9550	18526	231	5808	82	3380	48	NA	NA	NA	NA	NA	list()
130810101	1334	133646	51	3831	0	0	36	3722	3831	51	968	12	480	5	NA	NA	NA	NA	NA	list()
130810102	862	68170	59	3982	0	0	29	2066	3982	59	695	8	210	3	NA	NA	NA	NA	NA	list()
130810103	1323	99701	110	6990	0	0	30	2535	6990	110	1271	20	197	4	NA	NA	NA	NA	NA	list()
130810104	1204	104167	73	4944	0	0	28	2675	4944	73	721	12	151	2	NA	NA	NA	NA	NA	list()
130810105	1217	95867	98	6356	0	0	18	1215	6356	98	2107	29	714	14	NA	NA	NA	NA	NA	list()
130820000	2336	256041	247	21747	0	0	131	13822	21747	247	6041	71	1761	22	NA	NA	NA	NA	NA	list()
130840000	2442	204715	248	16982	0	0	92	8128	16982	248	6406	112	2454	43	NA	NA	NA	NA	NA	list()
130850000	2756	243811	293	22070	0	0	130	12007	22070	293	4352	59	1250	15	NA	NA	NA	NA	NA	list()
130860101	1262	93035	270	17254	0	0	68	5117	17254	270	3262	63	837	19	NA	NA	NA	NA	NA	list()
130860102	1517	119967	232	16822	0	0	113	7725	16822	232	3155	44	1134	16	NA	NA	NA	NA	NA	list()
130860103	1095	99766	141	10732	0	0	60	5064	10732	141	1189	20	348	7	NA	NA	NA	NA	NA	list()
130860104	1088	101915	109	9245	0	0	105	9185	9245	109	1038	18	498	9	NA	NA	NA	NA	NA	list()
130870000	2593	214810	257	18213	0	0	93	7665	18213	257	3132	46	965	15	NA	NA	NA	NA	NA	list()
130880000	2766	217019	159	10274	0	0	145	8156	10274	159	3344	59	837	16	NA	NA	NA	NA	NA	list()
130900000	71	9880	6	680	0	0	7	1012	680	6	149	2	83	1	NA	NA	NA	NA	NA	list()
130910000	2978	298739	324	27171	0	0	106	11093	27171	324	4909	63	1762	21	NA	NA	NA	NA	NA	list()
130920101	1445	96778	150	8821	0	0	58	3837	8821	150	1964	33	737	13	NA	NA	NA	NA	NA	list()
130920102	1668	139518	106	6871	0	0	57	5135	6871	106	1692	29	1008	19	NA	NA	NA	NA	NA	list()
130920103	1310	115593	93	6999	0	0	77	6779	6999	93	1974	26	1475	20	NA	NA	NA	NA	NA	list()
130930000	162	16513	10	704	0	0	10	938	704	10	280	4	213	3	NA	NA	NA	NA	NA	list()
130950000	560	85901	21	2854	0	0	71	9867	2854	21	803	6	129	2	NA	NA	NA	NA	NA	list()
130980101	1776	158059	102	8091	0	0	60	4756	8091	102	1079	14	353	4	NA	NA	NA	NA	NA	list()
130980102	1238	105837	84	6398	0	0	98	6067	6398	84	1608	27	691	15	NA	NA	NA	NA	NA	list()
130990000	447	35080	59	3561	0	0	23	1648	3561	59	1142	21	381	8	NA	NA	NA	NA	NA	list()
131010000	1480	127589	144	9811	0	0	73	5901	9811	144	1236	23	417	10	NA	NA	NA	NA	NA	list()
131020101	748	58349	31	2063	0	0	19	1470	2063	31	372	7	122	3	NA	NA	NA	NA	NA	list()
131020102	1062	80892	74	5214	0	0	27	1844	5214	74	1290	20	829	12	NA	NA	NA	NA	NA	list()
131020103	847	73132	43	2924	0	0	26	2066	2924	43	769	14	345	5	NA	NA	NA	NA	NA	list()
131030101	1848	102919	388	19477	0	0	52	3165	19477	388	6539	120	2883	54	NA	NA	NA	NA	NA	list()
131030102	2015	149933	272	16030	0	0	75	5734	16030	272	4840	97	1065	20	NA	NA	NA	NA	NA	list()
131030103	1402	99679	134	8328	0	0	25	2019	8328	134	2411	39	670	10	NA	NA	NA	NA	NA	list()
131030104	1476	100597	172	11950	0	0	39	2776	11950	172	3785	54	1609	19	NA	NA	NA	NA	NA	list()
131030105	418	32986	51	3692	0	0	8	670	3692	51	2598	35	324	4	NA	NA	NA	NA	NA	list()
131030106	899	67709	103	7766	0	0	4	245	7766	103	3525	45	2670	32	NA	NA	NA	NA	NA	list()
131030107	1548	125823	118	8949	0	0	43	3470	8949	118	1364	19	505	8	NA	NA	NA	NA	NA	list()
131030108	1475	105951	154	10680	0	0	36	2447	10680	154	2574	38	799	12	NA	NA	NA	NA	NA	list()
131030109	1705	135375	189	12935	0	0	41	3714	12935	189	1881	26	642	7	NA	NA	NA	NA	NA	list()
131030110	2857	188066	411	22423	0	0	79	5492	22423	411	5412	87	1604	26	NA	NA	NA	NA	NA	list()
131030111	1050	70134	128	7494	0	0	26	1881	7494	128	1911	35	782	14	NA	NA	NA	NA	NA	list()
131030112	1340	96194	218	11626	0	0	42	3033	11626	218	3715	73	1730	33	NA	NA	NA	NA	NA	list()
131030113	1586	129568	346	23420	0	0	46	4810	23420	346	12496	188	4230	66	NA	NA	NA	NA	NA	list()
131030114	2033	192056	138	11811	0	0	85	8618	11811	138	2951	34	1642	17	NA	NA	NA	NA	NA	list()
131030115	2391	203115	209	14592	0	0	100	9522	14592	209	3403	46	1221	15	NA	NA	NA	NA	NA	list()
131040101	1962	129807	88	3892	0	0	279	10254	3892	88	796	20	106	3	NA	NA	NA	NA	NA	list()
131040102	2048	129339	129	6265	0	0	356	17451	6265	129	1211	26	347	8	NA	NA	NA	NA	NA	list()
131040103	1520	121807	66	4708	0	0	175	11617	4708	66	842	12	365	4	NA	NA	NA	NA	NA	list()
131050101	1272	120750	77	6006	0	0	68	6291	6006	77	1879	27	974	15	NA	NA	NA	NA	NA	list()
131050102	2235	173757	260	15673	0	0	49	3699	15673	260	6321	127	3999	99	NA	NA	NA	NA	NA	list()
131060101	1581	117881	167	10563	0	0	69	4818	10563	167	3247	53	1390	20	NA	NA	NA	NA	NA	list()
131060102	1326	96825	95	6261	0	0	36	2524	6261	95	814	14	156	4	NA	NA	NA	NA	NA	list()
131060103	1622	133908	120	7738	0	0	44	3095	7738	120	807	18	215	5	NA	NA	NA	NA	NA	list()
131060104	391	27804	36	2024	0	0	12	808	2024	36	304	6	160	3	NA	NA	NA	NA	NA	list()
131070101	1339	119714	73	5337	0	0	29	2608	5337	73	1909	28	730	11	NA	NA	NA	NA	NA	list()
131070102	1281	132492	94	6967	1	165	48	3897	6967	94	1499	22	984	14	NA	NA	NA	NA	NA	list()
131090000	1231	138364	79	8127	0	0	113	13628	8127	79	2132	19	704	7	NA	NA	NA	NA	NA	list()
131100101	1583	95714	234	12503	0	0	47	3377	12503	234	4047	84	1837	37	NA	NA	NA	NA	NA	list()
131100102	1472	151158	97	8604	0	0	108	10038	8604	97	1509	22	737	10	NA	NA	NA	NA	NA	list()
131100103	1332	109333	122	6067	0	0	46	3629	6067	122	3399	85	2637	75	NA	NA	NA	NA	NA	list()
131100104	1108	100175	48	4041	0	0	47	3722	4041	48	820	11	319	4	NA	NA	NA	NA	NA	list()
131110000	522	55401	32	2308	0	0	69	6945	2308	32	847	14	392	5	NA	NA	NA	NA	NA	list()
131120101	822	82080	18	1554	0	0	20	2185	1554	18	212	2	74	1	NA	NA	NA	NA	NA	list()
131120102	1636	145603	81	5074	0	0	44	4079	5074	81	1246	21	669	12	NA	NA	NA	NA	NA	list()
131120103	1588	152814	106	7280	0	0	60	5604	7280	106	1577	27	634	10	NA	NA	NA	NA	NA	list()
131130101	1254	120550	72	5884	0	0	72	7180	5884	72	1336	17	1002	12	NA	NA	NA	NA	NA	list()
131130102	1303	139435	53	4596	0	0	64	7289	4596	53	1122	13	120	3	NA	NA	NA	NA	NA	list()
131130103	1628	132540	90	6598	0	0	61	5195	6598	90	1131	16	362	6	NA	NA	NA	NA	NA	list()
131140000	2919	332163	217	19080	0	0	178	20179	19080	217	4572	62	2012	24	NA	NA	NA	NA	NA	list()
131150000	841	84186	53	4294	0	0	41	3658	4294	53	1574	24	290	6	NA	NA	NA	NA	NA	list()
131170101	607	58441	18	1458	0	0	14	1282	1458	18	339	4	235	3	NA	NA	NA	NA	NA	list()
131170102	794	62485	26	1996	0	0	5	377	1996	26	710	8	450	5	NA	NA	NA	NA	NA	list()
131170103	718	52609	30	2129	0	0	4	343	2129	30	462	8	399	7	NA	NA	NA	NA	NA	list()
131170104	1399	104889	61	3518	0	0	4	277	3518	61	602	10	96	4	NA	NA	NA	NA	NA	list()
131170105	778	65223	27	1880	0	0	12	970	1880	27	359	5	81	1	NA	NA	NA	NA	NA	list()
131170106	581	40304	26	1882	0	0	14	916	1882	26	597	8	220	3	NA	NA	NA	NA	NA	list()
131170107	1210	88940	144	8049	0	0	20	1410	8049	144	3115	72	2758	67	NA	NA	NA	NA	NA	list()
131170108	1039	79671	52	3551	0	0	18	1703	3551	52	1007	14	494	8	NA	NA	NA	NA	NA	list()
131170109	918	77762	16	1229	0	0	17	1264	1229	16	210	3	0	0	NA	NA	NA	NA	NA	list()
131170110	1564	128512	93	6080	0	0	58	4874	6080	93	1649	24	1038	14	NA	NA	NA	NA	NA	list()
131170111	219	16901	17	549	0	0	4	537	549	17	130	6	0	0	NA	NA	NA	NA	NA	list()
131170112	110	7317	4	198	0	0	3	242	198	4	0	0	0	0	NA	NA	NA	NA	NA	list()
131170202	834	71162	23	1621	0	0	11	912	1621	23	468	6	223	3	NA	NA	NA	NA	NA	list()
131170203	1355	100192	43	2687	0	0	25	1936	2687	43	185	3	127	2	NA	NA	NA	NA	NA	list()
131170204	652	56869	20	1605	0	0	10	760	1605	20	494	6	149	2	NA	NA	NA	NA	NA	list()
131170205	1650	115500	86	5884	0	0	40	2937	5884	86	1591	23	839	11	NA	NA	NA	NA	NA	list()
131170206	77	5447	10	632	0	0	3	162	632	10	193	3	0	0	NA	NA	NA	NA	NA	list()
131170207	33	2582	7	290	0	0	3	242	290	7	125	4	40	2	NA	NA	NA	NA	NA	list()
131170208	833	59073	31	1842	0	0	11	709	1842	31	227	3	82	1	NA	NA	NA	NA	NA	list()
131170209	1016	75577	29	1975	0	0	13	896	1975	29	387	4	187	2	NA	NA	NA	NA	NA	list()
131180000	1667	162480	111	9747	0	0	59	5476	9747	111	2369	33	1108	13	NA	NA	NA	NA	NA	list()
131190101	986	90507	104	8369	0	0	29	2736	8369	104	1161	14	102	1	NA	NA	NA	NA	NA	list()
131190102	1038	74649	153	10450	0	0	22	1542	10450	153	1099	15	326	5	NA	NA	NA	NA	NA	list()
131190103	1160	114568	99	7836	0	0	36	3435	7836	99	960	15	470	7	NA	NA	NA	NA	NA	list()
132010101	1303	74266	357	18006	0	0	36	2185	18006	357	6748	130	3002	54	NA	NA	NA	NA	NA	list()
132010102	993	48213	228	10215	0	0	20	1140	10215	228	3440	84	1105	32	NA	NA	NA	NA	NA	list()
132010103	1616	73159	319	12954	0	0	29	1738	12954	319	4620	115	1780	44	NA	NA	NA	NA	NA	list()
132010104	1264	55643	393	14483	0	0	21	1135	14483	393	6683	206	3146	107	NA	NA	NA	NA	NA	list()
132010201	1901	115810	454	25355	0	0	56	4008	25355	454	7980	161	2505	63	NA	NA	NA	NA	NA	list()
132010202	1478	102703	261	15115	0	0	44	2984	15115	261	3814	66	1970	32	NA	NA	NA	NA	NA	list()
132010203	627	43928	76	4826	0	0	26	1654	4826	76	909	13	345	4	NA	NA	NA	NA	NA	list()
132010302	913	44021	331	14593	0	0	22	1201	14593	331	8091	184	5030	108	NA	NA	NA	NA	NA	list()
132010303	1082	52651	326	15102	0	0	38	1571	15102	326	7169	154	3336	74	NA	NA	NA	NA	NA	list()
132010401	1214	58182	277	12365	0	0	35	1931	12365	277	4733	103	2467	51	NA	NA	NA	NA	NA	list()
132010402	2281	118494	518	25001	0	0	151	7973	25001	518	9205	196	4389	81	NA	NA	NA	NA	NA	list()
132010501	738	43132	154	8349	0	0	15	986	8349	154	1631	29	742	14	NA	NA	NA	NA	NA	list()
132010502	1386	85582	238	12679	0	0	38	2791	12679	238	3290	65	1470	28	NA	NA	NA	NA	NA	list()
132010503	1623	93486	262	12283	0	0	58	3867	12283	262	3345	86	1560	39	NA	NA	NA	NA	NA	list()
132010504	1365	83984	199	10921	0	0	39	2567	10921	199	3053	58	692	15	NA	NA	NA	NA	NA	list()
132010505	1252	63635	217	9749	0	0	17	1190	9749	217	2459	50	1172	26	NA	NA	NA	NA	NA	list()
132010601	1958	89753	467	20228	0	0	44	2515	20228	467	7991	180	3067	78	NA	NA	NA	NA	NA	list()
132010602	1444	92484	228	11636	0	0	62	3817	11636	228	2565	55	1294	28	NA	NA	NA	NA	NA	list()
132020101	983	56144	182	10042	0	0	31	1454	10042	182	3280	59	1416	26	NA	NA	NA	NA	NA	list()
132020201	513	21273	166	6794	0	0	6	362	6794	166	3972	102	3175	78	NA	NA	NA	NA	NA	list()
132020202	1366	83523	292	15058	0	0	17	1051	15058	292	6004	115	2949	67	NA	NA	NA	NA	NA	list()
132020203	1282	72333	295	14922	0	0	31	1896	14922	295	8802	178	5154	104	NA	NA	NA	NA	NA	list()
132020204	1224	52130	248	9294	0	0	49	1639	9294	248	3599	95	1939	56	NA	NA	NA	NA	NA	list()
132020205	663	32884	214	11299	0	0	28	1532	11299	214	8323	150	5597	89	NA	NA	NA	NA	NA	list()
132020301	1512	98284	257	15119	0	0	61	4208	15119	257	5519	102	1370	25	NA	NA	NA	NA	NA	list()
132020302	2147	103905	469	18995	0	0	115	5639	18995	469	8083	201	3598	93	NA	NA	NA	NA	NA	list()
132020303	1338	56438	350	12683	0	0	67	2569	12683	350	5495	153	2929	87	NA	NA	NA	NA	NA	list()
132020401	2833	156472	521	28016	0	0	111	6905	28016	521	7235	126	3584	56	NA	NA	NA	NA	NA	list()
132020402	1429	86683	237	14151	0	0	35	2000	14151	237	5085	82	1120	19	NA	NA	NA	NA	NA	list()
132020403	1268	74742	187	9770	0	0	42	2485	9770	187	2283	41	1126	20	NA	NA	NA	NA	NA	list()
132020404	811	49160	234	13456	0	0	23	1352	13456	234	8641	149	4461	72	NA	NA	NA	NA	NA	list()
132030101	1757	84213	280	12029	0	0	39	1811	12029	280	3580	85	1358	34	NA	NA	NA	NA	NA	list()
132030102	1010	50215	222	10299	0	0	16	859	10299	222	4880	107	2946	59	NA	NA	NA	NA	NA	list()
132030103	908	45768	152	6875	0	0	20	1109	6875	152	2034	46	855	17	NA	NA	NA	NA	NA	list()
132030104	2418	103055	554	20280	0	0	43	2129	20280	554	8503	222	3748	92	NA	NA	NA	NA	NA	list()
132030105	2487	116363	498	21704	0	0	56	2454	21704	498	7973	191	3319	83	NA	NA	NA	NA	NA	list()
132030201	260	14364	37	1814	0	0	0	0	1814	37	458	9	0	0	NA	NA	NA	NA	NA	list()
132030202	1962	85385	440	16163	0	0	37	1944	16163	440	5554	135	2538	62	NA	NA	NA	NA	NA	list()
132030203	1416	78309	277	14806	0	0	33	1925	14806	277	6356	110	2475	34	NA	NA	NA	NA	NA	list()
132030204	956	43524	344	12520	0	0	0	0	12520	344	6782	105	5320	79	NA	NA	NA	NA	NA	list()
132030205	1521	82596	407	21369	0	0	31	1870	21369	407	10133	189	5002	87	NA	NA	NA	NA	NA	list()
132030301	1796	89738	390	17020	0	0	33	1663	17020	390	6224	157	1988	50	NA	NA	NA	NA	NA	list()
132030302	1772	86995	385	18454	0	0	32	1621	18454	385	6846	146	2338	55	NA	NA	NA	NA	NA	list()
132030303	1259	58898	293	11828	0	0	33	1382	11828	293	4004	105	1995	55	NA	NA	NA	NA	NA	list()
132030304	2412	130769	474	24157	0	0	60	1749	24157	474	11703	227	4931	109	NA	NA	NA	NA	NA	list()
132030401	1834	94857	391	18635	0	0	25	1499	18635	391	7581	166	2599	53	NA	NA	NA	NA	NA	list()
132030402	2691	136520	579	27531	0	0	55	3039	27531	579	6614	141	2512	56	NA	NA	NA	NA	NA	list()
132030403	909	51832	152	7619	0	0	15	913	7619	152	3216	71	1218	26	NA	NA	NA	NA	NA	list()
132040101	1511	92943	159	8685	0	0	35	2332	8685	159	1677	34	845	19	NA	NA	NA	NA	NA	list()
132040102	1250	72707	140	7620	0	0	39	2509	7620	140	1609	33	670	15	NA	NA	NA	NA	NA	list()
132040103	2212	117954	357	16204	0	0	49	2872	16204	357	4662	110	1450	38	NA	NA	NA	NA	NA	list()
132040104	1774	94048	200	10048	0	0	44	2571	10048	200	3029	60	1120	21	NA	NA	NA	NA	NA	list()
132040105	691	44857	52	3562	0	0	13	824	3562	52	653	9	308	3	NA	NA	NA	NA	NA	list()
132040106	1262	80290	106	6446	0	0	44	2573	6446	106	1153	22	414	8	NA	NA	NA	NA	NA	list()
132040201	2314	111948	329	13897	0	0	55	3195	13897	329	3728	90	1386	32	NA	NA	NA	NA	NA	list()
132040202	1445	86902	134	7850	0	0	32	1921	7850	134	1606	27	621	11	NA	NA	NA	NA	NA	list()
132040203	1764	97174	227	12007	0	0	60	3493	12007	227	3590	66	1003	19	NA	NA	NA	NA	NA	list()
132040204	1564	86167	215	9678	0	0	37	2374	9678	215	2561	63	721	21	NA	NA	NA	NA	NA	list()
132040205	530	29028	139	6939	0	0	2	110	6939	139	54	1	54	1	NA	NA	NA	NA	NA	list()
132040301	1104	66788	100	5130	0	0	41	2630	5130	100	1240	28	693	15	NA	NA	NA	NA	NA	list()
132040302	1097	57007	157	7492	0	0	36	1666	7492	157	3386	68	1755	35	NA	NA	NA	NA	NA	list()
132040303	1410	78984	171	8736	0	0	32	1678	8736	171	2252	45	638	15	NA	NA	NA	NA	NA	list()
132040304	2147	122976	293	15013	0	0	66	4023	15013	293	3907	96	1211	34	NA	NA	NA	NA	NA	list()
132040401	1933	116280	272	14554	0	0	56	3507	14554	272	3617	72	1369	32	NA	NA	NA	NA	NA	list()
132040402	2351	149122	256	14827	0	0	76	5292	14827	256	4619	84	2412	46	NA	NA	NA	NA	NA	list()
132040403	2786	185003	393	22360	0	0	84	5741	22360	393	5977	111	2399	45	NA	NA	NA	NA	NA	list()
132040404	1039	62485	120	6598	0	0	36	2210	6598	120	1367	31	659	13	NA	NA	NA	NA	NA	list()
132050101	2810	130698	438	17673	0	0	59	3037	17673	438	4440	115	1658	46	NA	NA	NA	NA	NA	list()
132050102	1374	65580	226	8561	0	0	23	1115	8561	226	1767	59	549	18	NA	NA	NA	NA	NA	list()
132050103	524	16235	103	3382	1	69	4	179	3382	103	1610	43	1106	36	NA	NA	NA	NA	NA	list()
132050104	1565	77672	222	10550	0	0	39	2144	10550	222	2856	54	1012	19	NA	NA	NA	NA	NA	list()
132050105	816	41456	157	7050	0	0	31	1885	7050	157	2577	56	1187	23	NA	NA	NA	NA	NA	list()
132050201	199	9983	28	1292	0	0	0	0	1292	28	394	9	198	5	NA	NA	NA	NA	NA	list()
132050202	1168	73295	112	5927	0	0	53	3264	5927	112	1388	29	418	9	NA	NA	NA	NA	NA	list()
132050203	1413	89584	160	8902	0	0	33	2453	8902	160	2651	47	1356	24	NA	NA	NA	NA	NA	list()
132050204	1710	88182	232	10709	0	0	53	2853	10709	232	3138	70	1612	35	NA	NA	NA	NA	NA	list()
132050205	1401	83998	234	12096	0	0	42	2657	12096	234	3298	68	734	21	NA	NA	NA	NA	NA	list()
132050206	1838	113287	243	12759	0	0	53	3291	12759	243	3523	66	1481	30	NA	NA	NA	NA	NA	list()
132050207	2612	142113	386	17780	0	0	67	3867	17780	386	6017	138	2705	59	NA	NA	NA	NA	NA	list()
132050301	1476	74779	203	9280	1	42	28	1577	9280	203	1810	40	548	13	NA	NA	NA	NA	NA	list()
132050302	2032	93086	399	15743	0	0	46	2377	15743	399	5433	141	1813	51	NA	NA	NA	NA	NA	list()
132050303	1472	76970	227	10222	0	0	37	1895	10222	227	2799	60	1375	30	NA	NA	NA	NA	NA	list()
132050304	2544	129854	438	20160	0	0	76	4289	20160	438	4623	101	1904	42	NA	NA	NA	NA	NA	list()
132050305	868	41770	180	7412	0	0	17	888	7412	180	2472	80	345	9	NA	NA	NA	NA	NA	list()
132050401	2933	170004	359	18752	1	75	77	4654	18752	359	4493	85	1801	32	NA	NA	NA	NA	NA	list()
132050402	1795	76722	339	12451	0	0	24	1436	12451	339	2781	70	765	22	NA	NA	NA	NA	NA	list()
132050403	1834	95871	226	10692	0	0	41	2158	10692	226	2360	46	1027	22	NA	NA	NA	NA	NA	list()
132060101	2313	151044	344	19708	1	29	75	5622	19708	344	4288	83	1477	30	NA	NA	NA	NA	NA	list()
132060102	1599	106393	280	16088	0	0	67	5747	16088	280	3836	72	1479	30	NA	NA	NA	NA	NA	list()
132060103	1169	68686	238	12563	0	0	28	1749	12563	238	4062	78	1091	19	NA	NA	NA	NA	NA	list()
132060202	1102	75882	147	8829	0	0	41	2725	8829	147	1812	29	404	8	NA	NA	NA	NA	NA	list()
132060203	1615	81721	287	13438	0	0	58	3176	13438	287	3956	87	1621	37	NA	NA	NA	NA	NA	list()
132060204	3216	186536	527	27893	0	0	83	4525	27893	527	7824	162	2799	55	NA	NA	NA	NA	NA	list()
132060301	732	43451	143	7416	0	0	16	1097	7416	143	2418	45	1127	20	NA	NA	NA	NA	NA	list()
132060302	1523	77586	274	11911	0	0	34	1932	11911	274	3461	82	1264	32	NA	NA	NA	NA	NA	list()
132060303	2620	139537	655	31081	0	0	92	4931	31081	655	13312	287	3537	84	NA	NA	NA	NA	NA	list()
132060401	764	60610	120	8748	1	88	18	1482	8748	120	3416	46	1549	23	NA	NA	NA	NA	NA	list()
132060402	551	38083	110	7414	0	0	15	1199	7414	110	3107	32	1567	18	NA	NA	NA	NA	NA	list()
132060403	1811	121657	268	16343	0	0	72	4179	16343	268	3972	78	1052	22	NA	NA	NA	NA	NA	list()
132060501	835	48511	239	12317	0	0	34	2014	12317	239	4602	85	2511	44	NA	NA	NA	NA	NA	list()
132060502	2696	165486	526	25991	0	0	78	5168	25991	526	8931	186	3016	64	NA	NA	NA	NA	NA	list()
132060601	2053	120071	408	19605	0	0	66	4488	19605	408	4924	115	2120	47	NA	NA	NA	NA	NA	list()
132060602	1362	105462	152	10999	0	0	40	3132	10999	152	2653	42	1039	16	NA	NA	NA	NA	NA	list()
132060603	1509	88735	241	10788	0	0	51	3523	10788	241	2745	66	1514	30	NA	NA	NA	NA	NA	list()
132060604	1990	122241	259	12501	0	0	59	3678	12501	259	2461	55	1217	29	NA	NA	NA	NA	NA	list()
132070101	1811	137320	225	14218	0	0	82	6557	14218	225	3285	57	1596	26	NA	NA	NA	NA	NA	list()
132070102	1309	92768	143	8682	1	74	57	4601	8682	143	2680	46	1320	24	NA	NA	NA	NA	NA	list()
132070201	593	48631	56	4022	0	0	33	2194	4022	56	460	8	174	3	NA	NA	NA	NA	NA	list()
132070202	1318	99874	157	9950	1	74	120	7355	9950	157	2813	55	1132	25	NA	NA	NA	NA	NA	list()
132070203	1300	86900	127	7650	0	0	89	5902	7650	127	1555	30	685	13	NA	NA	NA	NA	NA	list()
132070301	361	13977	53	2227	0	0	143	5155	2227	53	1362	30	367	7	NA	NA	NA	NA	NA	list()
132070401	1091	67496	106	6457	0	0	45	3094	6457	106	962	16	649	9	NA	NA	NA	NA	NA	list()
132070402	1595	95426	182	10197	0	0	82	4689	10197	182	1646	34	538	12	NA	NA	NA	NA	NA	list()
132070403	933	52186	108	5834	0	0	39	2166	5834	108	1300	25	424	8	NA	NA	NA	NA	NA	list()
132070501	929	104901	93	8637	0	0	55	6323	8637	93	2208	24	1318	13	NA	NA	NA	NA	NA	list()
132070502	1038	95187	107	8856	0	0	70	6565	8856	107	2266	27	685	11	NA	NA	NA	NA	NA	list()
132070601	2180	114055	267	11416	0	0	102	4637	11416	267	3428	86	1384	36	NA	NA	NA	NA	NA	list()
132070602	1491	76732	198	9050	0	0	66	3223	9050	198	2084	49	595	15	NA	NA	NA	NA	NA	list()
132070603	1372	82190	142	7238	0	0	53	3198	7238	142	1651	33	689	15	NA	NA	NA	NA	NA	list()
132070604	1764	109080	177	8959	0	0	75	4828	8959	177	1669	36	599	13	NA	NA	NA	NA	NA	list()
132070701	2221	126208	296	14204	0	0	86	4892	14204	296	4209	90	1779	35	NA	NA	NA	NA	NA	list()
132070702	1286	71834	166	7792	0	0	55	3248	7792	166	1926	42	739	17	NA	NA	NA	NA	NA	list()
132070703	1569	94450	225	12291	0	0	98	6113	12291	225	3478	62	1773	33	NA	NA	NA	NA	NA	list()
132080101	1593	103624	198	11414	0	0	65	3948	11414	198	2635	47	1119	20	NA	NA	NA	NA	NA	list()
132080102	1642	109549	203	12235	0	0	56	3337	12235	203	3429	54	988	18	NA	NA	NA	NA	NA	list()
132080103	364	29691	35	2736	0	0	17	1427	2736	35	398	7	38	1	NA	NA	NA	NA	NA	list()
132080201	566	30158	103	4843	1	40	101	4471	4843	103	2352	50	1118	24	NA	NA	NA	NA	NA	list()
132080301	1188	73047	152	8482	0	0	42	2522	8482	152	2484	47	898	16	NA	NA	NA	NA	NA	list()
132080302	1580	119902	194	12362	0	0	83	5623	12362	194	2855	42	1178	20	NA	NA	NA	NA	NA	list()
132080303	455	35645	36	2421	0	0	32	2482	2421	36	1038	13	590	8	NA	NA	NA	NA	NA	list()
132080401	959	94063	129	10795	0	0	35	3608	10795	129	3053	38	1029	16	NA	NA	NA	NA	NA	list()
132080402	1008	90602	147	10378	0	0	41	4149	10378	147	1243	19	401	8	NA	NA	NA	NA	NA	list()
132080403	1948	176186	251	19394	0	0	83	8117	19394	251	4680	62	2315	32	NA	NA	NA	NA	NA	list()
132080404	875	85269	118	11419	0	0	23	2134	11419	118	3194	34	981	13	NA	NA	NA	NA	NA	list()
132080405	1273	135110	148	12747	0	0	60	6088	12747	148	3342	38	1066	10	NA	NA	NA	NA	NA	list()
132080406	1878	155190	265	18885	0	0	69	5174	18885	265	5377	82	1433	26	NA	NA	NA	NA	NA	list()
132080501	1708	130222	178	12522	0	0	107	7572	12522	178	4091	56	753	11	NA	NA	NA	NA	NA	list()
132080502	68	4456	10	770	0	0	14	847	770	10	106	2	51	1	NA	NA	NA	NA	NA	list()
132080601	1482	107659	161	9750	0	0	82	5189	9750	161	2500	38	789	12	NA	NA	NA	NA	NA	list()
132080602	898	63714	82	5832	0	0	21	1505	5832	82	1453	21	304	4	NA	NA	NA	NA	NA	list()
